,session,subject,parent_det_str,child_det_str,parent_indef_def_adj_nps
49678,2,76,the pop,,the pop
49684,2,76,the hat,,the hat
49688,2,76,the girl,,the girl
49719,2,76,the bear,,the bear
49721,2,76,the bear,,the bear
49722,2,76,the bear,,the bear
49725,2,76,the bear,,the bear
49774,2,76,a kiss,,a kiss
49775,2,76,a kiss,,a kiss
49776,2,76,a hug,,a hug
49796,2,76,a kiss,,a kiss
49798,2,76,a hug,,a hug
49820,2,76,the dog,,the dog
49821,2,76,the dog,,the dog
49825,2,76,a toy,,a toy
49845,2,77,the half,,the half
49847,2,77,a mess,,a mess
49850,2,77,the bowl,,the bowl
49866,2,77,a picture,,a picture
49871,2,77,a towel,,a towel
49879,2,77,a whole,,a whole
49960,2,77,the runs,,the runs
49964,2,77,the comb,,the comb
49965,2,77,the floor,,the floor
49991,2,77,a butt,,a butt
50019,2,77,the mall,,the mall
50023,2,77,a fight,,a fight
50103,2,78,the matter,,the matter
50105,2,78,the computer,,the computer
50112,2,78,the email,,the email
50122,2,78,the flower,,the flower
50123,2,78,the flower,,the flower
50129,2,78,the mail,,the mail
50135,2,78,the buttons,,the buttons
50147,2,78,the address,,the address
50150,2,78,the address,,the address
50160,2,78,the buttons,,the buttons
50178,2,78,the sandbox,,the sandbox
50189,2,78,the matter,,the matter
50194,2,78,the matter,,the matter
50196,2,78,the matter,,the matter
50197,2,78,the matter,,the matter
50207,2,78,the matter,,the matter
50208,2,78,the matter,,the matter
50220,2,78,the ladder,,the ladder
50241,2,78,the girls,,the girls
50254,2,78,the story,,the story
50257,2,78,the book,,the book
50261,2,78,the chick,,the chick
50262,2,78,the sun,,the sun
50269,2,78,the barn,,the barn
50275,2,78,the water,,the water
50276,2,78,the days,,the days
50278,2,78,the puddle,,the puddle
50282,2,78,the puddle,,the puddle
50285,2,78,a peck,,a peck
50290,2,78,the chick,,the chick
50291,2,78,the mama,,the mama
50294,2,78,the story,,the story
50296,2,78,the sun,,the sun
50307,2,78,the barn,,the barn
50312,2,78,the brothers,,the brothers
50315,2,78,the straw,,the straw
50316,2,78,the straw,,the straw
50318,2,78,the brothers,,the brothers
50319,2,78,the straw,,the straw
50320,2,78,the straw,,the straw
50321,2,78,the water,,the water
50322,2,78,the days,,the days
50324,2,78,the water,,the water
50328,2,78,a peck,,a peck
50332,2,78,the mommy,,the mommy
50342,2,78,the kitchen,,the kitchen
50343,2,78,the book,,the book
50360,2,78,the puppy,,the puppy
50376,2,78,the puppy,,the puppy
50382,2,78,the circle,,the circle
50383,2,78,the circle,,the circle
50386,2,78,the sunshine,,the sunshine
50389,2,78,the sunshine,,the sunshine
50391,2,78,the sun,,the sun
50392,2,78,the sun,,the sun
50396,2,78,a -,,a -
50406,2,78,a yellow,,a yellow
50411,2,78,the round,,the round
50412,2,78,the puppy,,the puppy
50425,2,78,the puppy,,the puppy
50451,2,78,a circle,,a circle
50456,2,78,the flowers,,the flowers
50457,2,78,the flowers,,the flowers
50458,2,78,the flowers,,the flowers
50528,2,78,the puppy,,the puppy
50533,2,78,the heart,,the heart
50534,2,78,the heart,,the heart
50535,2,78,the heart,,the heart
50536,2,78,the heart,,the heart
50538,2,78,the star,,the star
50539,2,78,the star,,the star
50542,2,78,the sun,,the sun
50543,2,78,the sun,,the sun
50544,2,78,the sun,,the sun
50555,2,78,a circle,,a circle
50561,2,78,the sailboat,,the sailboat
50562,2,78,the sailboat,,the sailboat
50563,2,78,the sailboat,,the sailboat
50567,2,78,the tee,,the tee
50568,2,78,the tee,,the tee
50570,2,78,the tee,,the tee
50589,2,78,the rod,,the rod
50616,2,78,the car,,the car
50635,2,78,the car,,the car
50657,2,78,the car,,the car
50658,2,78,the car,,the car
50660,2,78,the car,,the car
50662,2,78,the rod,,the rod
50705,2,78,a mess,,a mess
50706,2,78,a mess,,a mess
50708,2,78,a mess,,a mess
50715,2,78,the chicky,,the chicky
50720,2,78,a chip,,a chip
50724,2,78,the sun,,the sun
50732,2,78,the barn,,the barn
50740,2,78,the water,,the water
50741,2,78,the days,,the days
50742,2,78,the puddle,,the puddle
50743,2,78,the puddle,,the puddle
50746,2,78,a peck,,a peck
50751,2,78,the chick,,the chick
50756,2,78,a puddle,,a puddle
50761,2,78,a kiss,,a kiss
50762,2,78,a kiss,,a kiss
50763,2,78,a kiss,,a kiss
50768,2,78,the sun,,the sun
50779,2,78,the barn,,the barn
50782,2,78,the water,,the water
50783,2,78,the days,,the days
50788,2,78,a peck,,a peck
50791,2,78,the mommy,,the mommy
50802,2,78,the sun,,the sun
50807,2,78,the barn,,the barn
50816,2,78,the straw,,the straw
50817,2,78,the water,,the water
50818,2,78,the days,,the days
50819,2,78,the chick,,the chick
50823,2,78,a peck,,a peck
50824,2,78,the mommy,,the mommy
50829,2,78,the mommy,,the mommy
50831,2,78,the mommy,,the mommy
50837,2,78,the ocean,,the ocean
50844,2,78,the ocean,,the ocean
50847,2,78,the music,,the music
50848,2,78,the music,,the music
50851,2,78,the ocean,,the ocean
50856,2,78,the ocean,,the ocean
50862,2,78,a ch,,a ch
50879,2,78,the couch,,the couch
50907,2,78,the wheat,,the wheat
50956,2,78,the matter,,the matter
50958,2,78,the triangle,,the triangle
50974,2,78,the stars,,the stars
50976,2,78,the chicky,,the chicky
50979,2,78,the chicky,,the chicky
50988,2,78,the sun,,the sun
50995,2,78,the stars,,the stars
50997,2,78,the stars,,the stars
51002,2,78,the barn,,the barn
51007,2,78,the water,,the water
51008,2,78,the days,,the days
51009,2,78,the water,,the water
51010,2,78,a peck,,a peck
51016,2,78,the mommy,,the mommy
51030,2,78,the star,,the star
51077,2,78,the tv,,the tv
51091,2,78,the choo,,the choo
51098,2,78,the garage,,the garage
51100,2,78,the car,,the car
51152,2,78,the triangle,,the triangle
51158,2,78,the square,,the square
51178,2,78,the square,,the square
51181,2,78,the star,,the star
51218,2,78,a oil,,a oil
51230,2,78,the circle,,the circle
51231,2,78,the circle,,the circle
51249,2,78,a circle,,a circle
51254,2,78,the ch,,the ch
51256,2,78,the matter,,the matter
51284,2,78,the way,,the way
51289,2,78,the garage,,the garage
51426,2,79,the toes,,the toes
51439,2,79,a boy,,a boy
51449,2,79,the cheese,,the cheese
51453,2,79,a bite,,a bite
51458,2,79,the dishwasher,,the dishwasher
51495,2,79,a bath,,a bath
51497,2,79,a bath,,a bath
51500,2,79,a bath,,a bath
51502,2,79,a bath,,a bath
51507,2,79,a bath,,a bath
51508,2,79,a bath,,a bath
51527,2,79,a diaper,,a diaper
51596,2,79,the problem,,the problem
51663,2,79,a mood,,a mood
51682,2,79,the one,,the one
51684,2,79,the one,,the one
51693,2,79,the one,,the one
51714,2,79,the car,,the car
51716,2,79,the kitchen,,the kitchen
51723,2,79,the dustpan,,the dustpan
51724,2,79,the dustpan,,the dustpan
51725,2,79,the room,,the room
51742,2,79,the dustpan,,the dustpan
51743,2,79,the car,,the car
51749,2,79,the trashcan,,the trashcan
51771,2,79,the dustpan,,the dustpan
51783,2,79,the trashcan,,the trashcan
51789,2,79,the brooms,,the brooms
51796,2,79,the dustpan,,the dustpan
51814,2,79,a truck,,a truck
51817,2,79,the ball,,the ball
51818,2,79,the basket,,the basket
51819,2,79,the basket,,the basket
51826,2,79,the ball,,the ball
51827,2,79,the ball,,the ball
51829,2,79,the ball,,the ball
51830,2,79,the ball,,the ball
51837,2,79,the room,,the room
51847,2,79,the rest,,the rest
51883,2,79,a day,,a day
51894,2,79,the ball,,the ball
51950,2,79,the balls,,the balls
51951,2,79,the cars,,the cars
51957,2,79,the one,,the one
51958,2,79,the one,,the one
51961,2,79,the triangle,,the triangle
51962,2,79,the triangle,,the triangle
51963,2,79,the purple,,the purple
51977,2,79,the one,,the one
51978,2,79,the circle,,the circle
51983,2,79,the keys,,the keys
51984,2,79,the keys,,the keys
52011,2,79,the fishies,,the fishies
52032,2,79,the fishies,,the fishies
52034,2,79,the fish,,the fish
52035,2,79,the fish,,the fish
52045,2,79,the fish,,the fish
52057,2,79,the refrigerator,,the refrigerator
52084,2,79,the keys,,the keys
52085,2,79,the garage,,the garage
52087,2,79,the cars,,the cars
52092,2,79,the car,,the car
52094,2,79,the car,,the car
52102,2,79,the car,,the car
52103,2,79,the keys,,the keys
52113,2,79,the key,,the key
52114,2,79,the key,,the key
52117,2,79,the car,,the car
52119,2,79,the car,,the car
52126,2,79,the button,,the button
52127,2,79,the button,,the button
52129,2,79,the garage,,the garage
52135,2,79,the car,,the car
52141,2,79,the car,,the car
52143,2,79,the part,,the part
52144,2,79,the part,,the part
52153,2,79,a foam,,a foam
52161,2,79,the car,,the car
52162,2,79,a trip,,a trip
52168,2,79,the key,,the key
52186,2,79,the fridge,,the fridge
52187,2,79,the thing,,the thing
52188,2,79,the thing,,the thing
52258,2,79,the tower,,the tower
52259,2,79,the middle,,the middle
52284,2,79,the baskets,,the baskets
52285,2,79,the cars,,the cars
52287,2,79,the trucks,,the trucks
52288,2,79,the trucks,,the trucks
52291,2,79,the #,,the #
52298,2,79,the basket,,the basket
52300,2,79,the cars,,the cars
52303,2,79,the cars,,the cars
52304,2,79,the cars,,the cars
52318,2,79,the truck,,the truck
52319,2,79,the truck,,the truck
52338,2,79,the water,,the water
52357,2,80,the door,,the door
52359,2,80,the door,,the door
52362,2,80,the door,,the door
52364,2,80,the stairs,,the stairs
52377,2,80,the block,,the block
52378,2,80,a walk,,a walk
52386,2,80,the grass,,the grass
52390,2,80,the matter,,the matter
52414,2,80,a kiss,,a kiss
52427,2,80,the door,,the door
52429,2,80,a ball,,a ball
52432,2,80,the ball,,the ball
52434,2,80,the ball,,the ball
52435,2,80,the ball,,the ball
52437,2,80,the ball,,the ball
52443,2,80,a boy,,a boy
52458,2,80,the pigs,,the pigs
52460,2,80,the pictures,,the pictures
52462,2,80,the pictures,,the pictures
52464,2,80,a man,,a man
52465,2,80,the pig,,the pig
52466,2,80,the straw,,the straw
52472,2,80,a wolf,,a wolf
52473,2,80,the bigbadwolf,,the bigbadwolf
52474,2,80,the hair,,the hair
52482,2,80,the pig,,the pig
52484,2,80,the wolf,,the wolf
52485,2,80,the hair,,the hair
52487,2,80,the house,,the house
52489,2,80,the sticks,,the sticks
52499,2,80,a wolf,,a wolf
52500,2,80,the wolf,,the wolf
52501,2,80,the hair,,the hair
52506,2,80,the house,,the house
52507,2,80,the wolf,,the wolf
52509,2,80,a plan,,a plan
52513,2,80,the door,,the door
52514,2,80,the pig,,the pig
52519,2,80,the wolf,,the wolf
52522,2,80,the wolf,,the wolf
52526,2,80,the pig,,the pig
52527,2,80,the wolf,,the wolf
52529,2,80,the wolf,,the wolf
52530,2,80,the way,,the way
52533,2,80,a apple,,a apple
52537,2,80,the wolf,,the wolf
52539,2,80,the roof,,the roof
52541,2,80,the wolf,,the wolf
52544,2,80,a dinner,,a dinner
52550,2,80,a nose,,a nose
52557,2,80,a story,,a story
52562,2,80,the table,,the table
52576,2,80,a purple,,a purple
52584,2,80,the box,,the box
52623,2,80,the orange,,the orange
52625,2,80,the orange,,the orange
52628,2,80,a sunset,,a sunset
52633,2,80,a sunset,,a sunset
52634,2,80,the paper,,the paper
52642,2,80,the sky,,the sky
52689,2,80,the orange,,the orange
52700,2,80,the yellow,,the yellow
52722,2,80,the brown,,the brown
52724,2,80,the dirt,,the dirt
52738,2,80,a rock,,a rock
52847,2,80,the orange,,the orange
52858,2,80,the blue,,the blue
52884,2,80,the green,,the green
52887,2,80,the box,,the box
52895,2,80,the crayon,,the crayon
52900,2,80,the black,,the black
52901,2,80,the box,,the box
52902,2,80,the box,,the box
52925,2,80,the box,,the box
52937,2,80,the green,,the green
52948,2,80,the black,,the black
52957,2,80,the box,,the box
52961,2,80,the yellow,,the yellow
52963,2,80,the box,,the box
52964,2,80,the red,,the red
52965,2,80,the red,,the red
52993,2,80,a piece,,a piece
53002,2,80,a book,,a book
53003,2,80,the book,,the book
53004,2,80,the book,,the book
53006,2,80,the book,,the book
53008,2,80,the rest,,the rest
53021,2,80,the bubbles,,the bubbles
53078,2,80,the ground,,the ground
53107,2,80,the lip,,the lip
53123,2,80,the bubbles,,the bubbles
53125,2,80,the bubbles,,the bubbles
53134,2,80,the bubbles,,the bubbles
53136,2,80,the bubbles,,the bubbles
53142,2,80,the bubbles,,the bubbles
53143,2,80,the bubbles,,the bubbles
53145,2,80,the bubbles,,the bubbles
53157,2,80,a hole,,a hole
53160,2,80,a hole,,a hole
53162,2,80,the hole,,the hole
53166,2,80,a ant,,a ant
53167,2,80,a rock,,a rock
53183,2,80,the ball,,the ball
53236,2,80,the stairs,,the stairs
53267,2,80,the ball,,the ball
53268,2,80,the ball,,the ball
53272,2,80,the ball,,the ball
53279,2,80,the stairs,,the stairs
53290,2,80,the rail,,the rail
53296,2,80,a walk,,a walk
53298,2,80,a walk,,a walk
53327,2,80,a tree,,a tree
53340,2,80,the tree,,the tree
53347,2,80,a diaper,,a diaper
53349,2,80,a diaper,,a diaper
53352,2,80,the tree,,the tree
53354,2,80,the size,,the size
53359,2,80,a tree,,a tree
53360,2,80,a ant,,a ant
53381,2,80,the ball,,the ball
53384,2,80,the house,,the house
53409,2,80,the rail,,the rail
53454,2,80,the top,,the top
53490,2,80,a hand,,a hand
53510,2,80,a second,,a second
53511,2,80,a minute,,a minute
53526,2,80,the floor,,the floor
53542,2,80,a fruit,,a fruit
53578,2,80,the mouth,,the mouth
53579,2,80,the mouth,,the mouth
53591,2,80,a one,,a one
53621,2,80,the ball,,the ball
53640,2,80,the way,,the way
53644,2,80,a stop,,a stop
53646,2,80,a minute,,a minute
53661,2,80,the park,,the park
53663,2,80,the park,,the park
53667,2,80,the truck,,the truck
53680,2,80,the way,,the way
53687,2,80,a boy,,a boy
53701,2,80,the gate,,the gate
53722,2,80,the place,,the place
53748,2,80,a line,,a line
53758,2,80,the matter,,the matter
53796,2,80,a coming,,a coming
53800,2,80,a minute,,a minute
53889,2,81,a bite,,a bite
53925,2,81,a bite,,a bite
53931,2,81,a bite,,a bite
53969,2,81,the way,,the way
54058,2,81,a nut,,a nut
54062,2,81,a kind,,a kind
54075,2,81,the lid,,the lid
54121,2,81,a tickle,,a tickle
54142,2,82,the map,,the map
54151,2,82,the watermelons,,the watermelons
54154,2,82,the watermelons,,the watermelons
54164,2,82,the map,,the map
54202,2,82,a mode,,a mode
54204,2,82,a mode,,a mode
54213,2,82,a mountain,,a mountain
54217,2,82,the jungle,,the jungle
54228,2,82,the baby,,the baby
54229,2,82,the baby,,the baby
54233,2,82,the bird,,the bird
54235,2,82,the bird,,the bird
54291,2,82,the snakes,,the snakes
54355,2,82,the squirrel,,the squirrel
54402,2,82,a nana,,a nana
54403,2,82,a n,,a n
54404,2,82,a nana,,a nana
54411,2,82,a nana,,a nana
54412,2,82,a nana,,a nana
54414,2,82,a nana,,a nana
54418,2,82,the floor,,the floor
54443,2,82,the baby,,the baby
54469,2,82,the monkey,,the monkey
54481,2,82,the food,,the food
54483,2,82,the carrots,,the carrots
54500,2,82,the na,,the na
54504,2,82,the nanas,,the nanas
54511,2,82,the eggs,,the eggs
54524,2,82,the mama,,the mama
54575,2,82,the tv,,the tv
54576,2,82,the tv,,the tv
54602,2,82,the oven,,the oven
54603,2,82,the oven,,the oven
54608,2,82,the oven,,the oven
54655,2,82,the ears,,the ears
54664,2,82,the mouth,,the mouth
54665,2,82,the mouth,,the mouth
54668,2,82,the eyes,,the eyes
54671,2,82,the eyes,,the eyes
54676,2,82,the eyes,,the eyes
54678,2,82,the mouth,,the mouth
54722,2,82,a hotdog,,a hotdog
54724,2,82,a hotdog,,a hotdog
54731,2,82,the point,,the point
54749,2,82,the sky,,the sky
54782,2,82,the door,,the door
54783,2,82,the door,,the door
54792,2,82,the door,,the door
54794,2,82,the door,,the door
54795,2,82,the door,,the door
54798,2,82,the door,,the door
54804,2,82,the doorway,,the doorway
54808,2,82,a hotdog,,a hotdog
54827,2,82,a girl,,a girl
54849,2,82,the mama,,the mama
54850,2,82,the mama,,the mama
54855,2,82,a slice,,a slice
54882,2,82,a piece,,a piece
54883,2,82,the piece,,the piece
54885,2,82,a piece,,a piece
54889,2,82,the thing,,the thing
54893,2,82,the rest,,the rest
54911,2,82,the chicken,,the chicken
54919,2,82,the chicken,,the chicken
54928,2,82,the rest,,the rest
54931,2,82,the phone,,the phone
54954,2,82,the man,,the man
54956,2,82,the man,,the man
55028,2,82,the bread,,the bread
55031,2,82,the bread,,the bread
55035,2,82,the hotdog,,the hotdog
55036,2,82,the hotdog,,the hotdog
55037,2,82,the hotdog,,the hotdog
55080,2,82,a glut,,a glut
55083,2,82,a glut,,a glut
55098,2,82,the man,,the man
55121,2,82,a bread,,a bread
55143,2,82,a nap,,a nap
55144,2,82,a nap,,a nap
55151,2,82,the way,,the way
55165,2,82,a kiss,,a kiss
55186,2,82,a girl,,a girl
55225,2,82,the stuff,,the stuff
55229,2,82,the rest,,the rest
55237,2,82,a berry,,a berry
55238,2,82,a berry,,a berry
55243,2,82,a heathen,,a heathen
55248,2,82,the chairs,,the chairs
55263,2,82,the book,,the book
55267,2,82,the book,,the book
55305,2,82,the toys,,the toys
55310,2,82,the mama,,the mama
55311,2,82,the toys,,the toys
55312,2,82,the toys,,the toys
55331,2,82,a hug,,a hug
55333,2,82,a baby,,a baby
55367,2,82,the bear,,the bear
55370,2,82,the boat,,the boat
55371,2,82,the boat,,the boat
55407,2,82,a toy,,a toy
55419,2,82,a time,,a time
55433,2,82,a time,,a time
55470,2,82,a seat,,a seat
55479,2,82,a seat,,a seat
55489,2,82,a seat,,a seat
55490,2,82,a seat,,a seat
55582,2,83,the girls,,the girls
55612,2,83,the donkey,,the donkey
55613,2,83,the break,,the break
55623,2,83,the morning,,the morning
55671,2,83,a hug,,a hug
55708,2,83,the bees,,the bees
55711,2,83,the dishes,,the dishes
55722,2,83,the part,,the part
55728,2,83,the phone,,the phone
55735,2,83,the phone,,the phone
55736,2,83,the end,,the end
55737,2,83,a pretend,,a pretend
55739,2,83,the floor,,the floor
55742,2,83,the phone,,the phone
55754,2,83,the playpen,,the playpen
55757,2,83,the buttons,,the buttons
55758,2,83,the playpen,,the playpen
55759,2,83,a minutes,,a minutes
55760,2,83,the buttons,,the buttons
55791,2,83,the rabbits,,the rabbits
55799,2,83,a rabbit,,a rabbit
55813,2,83,a line,,a line
55815,2,83,the weather,,the weather
55829,2,83,the hat,,the hat
55840,2,83,the books,,the books
55842,2,83,the stars,,the stars
55853,2,83,the one,,the one
55884,2,83,the gate,,the gate
55915,2,83,the railroad,,the railroad
55916,2,83,the railroad,,the railroad
55917,2,83,the whistle,,the whistle
55918,2,83,the morn,,the morn
55919,2,83,the horn,,the horn
55925,2,83,the dining,,the dining
55927,2,83,a pig,,a pig
55928,2,83,the kitchen,,the kitchen
55929,2,83,the kitchen,,the kitchen
55930,2,83,the kitchen,,the kitchen
55931,2,83,a turtle,,a turtle
55932,2,83,the banjo,,the banjo
55933,2,83,a rabbit,,a rabbit
55934,2,83,the rabbit,,the rabbit
55940,2,83,a cat,,a cat
55941,2,83,a cow,,a cow
55942,2,83,a raccoon,,a raccoon
55943,2,83,a dog,,a dog
55945,2,83,the caboose,,the caboose
55949,2,83,the banjo,,the banjo
55964,2,83,the swimming,,the swimming
55968,2,83,a kiss,,a kiss
55990,2,83,the puppy,,the puppy
55991,2,83,a puppy,,a puppy
55999,2,83,a chick,,a chick
56002,2,83,the puppy,,the puppy
56005,2,83,a ball,,a ball
56012,2,83,the puppy,,the puppy
56014,2,83,a hug,,a hug
56015,2,83,the movie,,the movie
56019,2,83,the lambs,,the lambs
56023,2,83,the zoo,,the zoo
56026,2,83,the pig,,the pig
56031,2,83,the chicks,,the chicks
56034,2,83,a horse,,a horse
56038,2,83,the dogs,,the dogs
56039,2,83,the lambs,,the lambs
56040,2,83,the one,,the one
56067,2,83,the wheels,,the wheels
56073,2,83,the train,,the train
56074,2,83,a train,,a train
56084,2,83,the teddy,,the teddy
56112,2,83,the ball,,the ball
56115,2,83,a mood,,a mood
56137,2,83,a hair,,a hair
56138,2,83,the brush,,the brush
56139,2,83,the comb,,the comb
56143,2,83,the comb,,the comb
56198,2,83,a snack,,a snack
56205,2,83,a boo,,a boo
56212,2,83,the house,,the house
56218,2,83,the animals,,the animals
56219,2,83,the chicks,,the chicks
56222,2,83,the velvety,,the velvety
56224,2,83,the dog,,the dog
56249,2,83,the rock,,the rock
56256,2,83,the door,,the door
56265,2,83,the door,,the door
